record_id,name,place_type,place,place_normalised,wikidata_id,country,latitude,longitude
51,Elsa Barraine,deathplace,Strasbourg (Bas-Rhin),Strasbourg,Q6602,France,48.573333333333,7.7522222222222
52,François Dominique Barreau de Chefdeville,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
52,François Dominique Barreau de Chefdeville,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
53,Félix-Joseph Barrias,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
53,Félix-Joseph Barrias,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
54,Louis-Ernest Barrias,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
54,Louis-Ernest Barrias,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
55,François Barois,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
55,François Barois,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
56,Gratien-Norbert-Adrien Barthe,birthplace,Bayonne (Pyrénées-Atlantiques),Bayonne,Q134674,France,43.4925,-1.4763888888889
56,Gratien-Norbert-Adrien Barthe,deathplace,Asnières (Hauts de Seine),Asnières-sur-Seine,Q191415,France,48.911111111111,2.2855555555556
57,Gérard Barthélémy,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
57,Gérard Barthélémy,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
58,Raymond Barthélemy,birthplace,Toulouse (Haute Garonne),Toulouse,Q7880,France,43.604444444444,1.4438888888889
58,Raymond Barthélemy,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
59,Lorenzo Bartolini,birthplace,"Vernio (Savignano, Florence, Italie)",Vernio,Q20397,Italy,44.05,11.15
59,Lorenzo Bartolini,deathplace,Florence (Italie),Florence,Q2044,Italy,43.771388888889,11.254166666667
60,Cyrille Bartolini,birthplace,Marseille (Bouches du Rhône),Marseille,Q23482,France,43.296666666667,5.3763888888889
60,Cyrille Bartolini,deathplace,,,,,,
61,Marcel Baschet,birthplace,Gagny (Seine et Oise).,Gagny,Q179821,France,48.881666666667,2.5388888888889
61,Marcel Baschet,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
62,Désiré-Alexandre Batton,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
62,Désiré-Alexandre Batton,deathplace,Versailles (Yvelines),Versailles,Q621,France,48.804722222222,2.1341666666667
63,Étienne Baudet,birthplace,Blois (Loir-et-Cher),Blois,Q160927,France,47.593055555556,1.3272222222222
63,Étienne Baudet,deathplace,Paris (aux galeries du Louvre),Paris,Q90,France,48.856944444444,2.3513888888889
64,Paul-Jacques-Aimé Baudry,birthplace,"Bourbon-Vendée ( La-Roche-sur-Yon, Vendée) (note 1)",La Roche-sur-Yon,Q190118,France,46.669722222222,-1.4277777777778
64,Paul-Jacques-Aimé Baudry,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
65,Paul Bazé,birthplace,Paris (18e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
65,Paul Bazé,deathplace,"Cambo-les-Bains (Pyrénées-Atlantiques), inhumé à Bordeaux (Gironde).",Cambo-les-Bains,Q197014,France,43.357777777778,-1.4016666666667
67,François Bazin,birthplace,Marseille (Bouches du Rhône),Marseille,Q23482,France,43.296666666667,5.3763888888889
67,François Bazin,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
68,Lucien Georges Bazor,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
68,Lucien Georges Bazor,deathplace,Chatenay-Malabry (Hauts de Seine),Châtenay-Malabry,Q200945,France,48.765277777778,2.2780555555556
69,Eugène Beaudouin,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
69,Eugène Beaudouin,deathplace,Paris (16e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
70,Marie Désiré Beaulieu,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
70,Marie Désiré Beaulieu,deathplace,Niort (Deux-Sèvres),Niort,Q184159,France,46.325,-0.46222222222222
71,Émile Beaume,birthplace,Pézenas (Hérault),Pézenas,Q633811,France,43.459444444444,3.4227777777778
71,Émile Beaume,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
72,Éliane Beaupuy-Manciet,birthplace,Bordeaux (Gironde),Bordeaux,Q1479,France,44.837777777778,-0.57944444444444
72,Éliane Beaupuy-Manciet,deathplace,La Teste-de-Buch (Gironde).,La Teste-de-Buch,Q233133,France,44.630995,-1.14823
73,Jacques-Philippe Beauvais,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
73,Jacques-Philippe Beauvais,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
74,Pierre Bedeau,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
74,Pierre Bedeau,deathplace,Marseille (Bouches du Rhône),Marseille,Q23482,France,43.296666666667,5.3763888888889
75,Charles-Alphonse-Paul Bellay,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
75,Charles-Alphonse-Paul Bellay,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
76,Alexis Simon Belle,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
76,Alexis Simon Belle,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
77,Augustin-Louis Belle,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
77,Augustin-Louis Belle,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
78,Jérôme Charles Bellicard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
78,Jérôme Charles Bellicard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
79,Émile Bénard,birthplace,Goderville (Seine Maritime),Goderville,Q1110763,France,49.646111111111,0.36555555555556
79,Émile Bénard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
80,Raoul Bénard,birthplace,Elbeuf (Seine-Maritime),Elbeuf,Q733414,France,49.285833333333,1.0083333333333
80,Raoul Bénard,deathplace,Saint-Jean-de-Luz (Pyrénées Atlantiques).,Saint-Jean-de-Luz,Q232135,France,43.390277777778,-1.6597222222222
81,Félix Benneteau-Desgrois,birthplace,Paris (20e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
81,Félix Benneteau-Desgrois,deathplace,Nogent-sur-Marne (Val de Marne),Nogent-sur-Marne,Q212274,France,48.836666666667,2.4825
82,Gabriel Benoist,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
82,Gabriel Benoist,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
83,François Benoist,birthplace,Nantes (Loire-Atlantique),Nantes,Q12191,France,47.217222222222,-1.5538888888889
83,François Benoist,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
84,Marc-Henri Benoist,birthplace,Paris (17e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
84,Marc-Henri Benoist,deathplace,Paris (17e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
85,Jean-Achille Benouville,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
85,Jean-Achille Benouville,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
86,François-Léon Benouville,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
86,François-Léon Benouville,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
87,Claude Béraud,birthplace,La Rochelle (Charente-Maritime),La Rochelle,Q82185,France,46.159444444444,-1.1513888888889
87,Claude Béraud,deathplace,Paris (5ème arrondissement).,Paris,Q90,France,48.856944444444,2.3513888888889
88,Hector Berlioz,birthplace,La Côte-Saint-André (Isère),La Côte-Saint-André,Q864123,France,45.393611111111,5.2605555555556
88,Hector Berlioz,deathplace,Paris (9e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
89,Henry Bernard,birthplace,Albertville (Savoie),Albertville,Q159469,France,45.675833333333,6.3925
89,Henry Bernard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
90,Jean-Claude Bernard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
90,Jean-Claude Bernard,deathplace,,,,,,
91,Armand Bernard,birthplace,Cormatin (Saône-et-Loire),Cormatin,Q752772,France,46.545277777778,4.6866666666667
91,Armand Bernard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
92,Pierre Bernard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
92,Pierre Bernard,deathplace,Marseille (Bouches du Rhône),Marseille,Q23482,France,43.296666666667,5.3763888888889
93,Pierre Bernard,birthplace,Lavaur (Tarn),Lavaur,Q514994,France,43.698888888889,1.8188888888889
93,Pierre Bernard,deathplace,,,,,,
94,Alain Bernaud,birthplace,Neuilly-sur-Seine (Hauts de Seine),Neuilly-sur-Seine,Q48958,France,48.887222222222,2.2675
94,Alain Bernaud,deathplace,,,,,,
95,Louis Bernier,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
95,Louis Bernier,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
96,Pierre-François Berruer,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
96,Pierre-François Berruer,deathplace,Paris (au Louvre),Paris,Q90,France,48.856944444444,2.3513888888889
97,Pierre Gabriel Berthault,birthplace,Saint-Maur-les-fossés  (Val-de-Marne),Saint-Maur-des-Fossés,Q193313,France,48.8025,2.4855555555556
97,Pierre Gabriel Berthault,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
98,Jean-Simon Berthélemy,birthplace,Laon (Aisne),Laon,Q167141,France,49.563333333333,3.6236111111111
98,Jean-Simon Berthélemy,deathplace,Paris (au palais des Quatre-Nations).,Paris,Q90,France,48.856944444444,2.3513888888889
99,Nicolas Bertin,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
99,Nicolas Bertin,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
100,Gustave Bertinot,birthplace,Louviers (Eure),Louviers,Q474480,France,49.215277777778,1.1655555555556
100,Gustave Bertinot,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
101,Louis Bertola,birthplace,"Borgosesia (Province de Novara, Italie)",Borgosesia,Q24901,Italy,45.716944444444,8.2763888888889
101,Louis Bertola,deathplace,Saint-Martin-de-Ré (Charente-Maritime),Saint-Martin-de-Ré,Q845987,France,46.203055555556,-1.3672222222222
102,Émile Bertone,birthplace,Paris (Premier arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
102,Émile Bertone,deathplace,Antibes (Alpes Maritimes),Antibes,Q126898,France,43.58,7.1230555555556
103,Paul-Albert Besnard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
103,Paul-Albert Besnard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
104,Jacques Besnier,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
104,Jacques Besnier,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
105,Louis Désiré Besozzi,birthplace,Versailles (Yvelines),Versailles,Q621,France,48.804722222222,2.1341666666667
105,Louis Désiré Besozzi,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
106,Jean Louis Bezard,birthplace,Toulouse (Haute Garonne),Toulouse,Q7880,France,43.604444444444,1.4438888888889
106,Jean Louis Bezard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
107,Victor-François-Eloi Biennourry,birthplace,Bar-sur-Aube (Aube),Bar-sur-Aube,Q209093,France,48.233055555556,4.7063888888889
107,Victor-François-Eloi Biennourry,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
108,Paul Bigot,birthplace,Orbec-sur-Auge (Calvados),Orbec,Q328304,France,49.021666666667,0.40666666666667
108,Paul Bigot,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
109,Louis Billotey,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
109,Louis Billotey,deathplace,Paris (il se suicide à l’arrivée des Allemands à Paris),Paris,Q90,France,48.856944444444,2.3513888888889
110,Robert Biset,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
110,Robert Biset,deathplace,Serrières (Ardèche),Serrières,Q195095,France,45.318055555556,4.7633333333333
111,Marcel Bitsch,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
111,Marcel Bitsch,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
112,Georges Bizet,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
112,Georges Bizet,deathplace,Bougival (Yvelines),Bougival,Q399342,France,48.865,2.1394444444444
113,André Bizette-Lindet,birthplace,Savenay (Loire-Inférieure).,Savenay,Q816233,France,47.361111111111,-1.9419444444444
113,André Bizette-Lindet,deathplace,Sèvres (Hauts-de-Seine),Sèvres,Q206493,France,48.823055555556,2.2108333333333
114,Aimé Blaise,birthplace,Anzin (Nord),Anzin,Q544220,France,50.371388888889,3.5044444444444
114,Aimé Blaise,deathplace,Lille (Nord),Lille,Q648,France,50.631944444444,3.0575
115,Joseph Blanc,birthplace,Montmartre (Seine),Montmartre,Q186115,France,48.886944444444,2.3411111111111
115,Joseph Blanc,deathplace,Paris (18e arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
116,Philippe-Thomas Blanchard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
116,Philippe-Thomas Blanchard,deathplace,,,,,,
117,Charles Octave Blanchard,birthplace,Brest (Finistère),Brest,Q12193,France,48.39,-4.4869444444444
117,Charles Octave Blanchard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
118,Édouard-Théophile Blanchard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
118,Édouard-Théophile Blanchard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
119,Louis Gabriel Blanchet,birthplace,Versailles (Yvelines),Versailles,Q621,France,48.804722222222,2.1341666666667
119,Louis Gabriel Blanchet,deathplace,Rome (Italie),Rome,Q220,Italy,41.893055555556,12.482777777778
120,Louis-Lucien Blanchet,birthplace,Chambéry (Savoie),Chambéry,Q165090,France,45.566388888889,5.9208333333333
120,Louis-Lucien Blanchet,deathplace,,,,,,
121,Roger Blaquière,birthplace,Paris (15ème arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
121,Roger Blaquière,deathplace,,,,,,
122,Victor-Auguste Blavette,birthplace,Brains-sur-Gée  (Sarthe),Brains-sur-Gée,Q637608,France,48.016111111111,-0.026111111111111
122,Victor-Auguste Blavette,deathplace,Le Mans (Sarthe),Le Mans,Q1476,France,48.004166666667,0.19694444444444
123,André Bloch,birthplace,Wissembourg (Bas-Rhin).,Wissembourg,Q22636,France,49.0375,7.9461111111111
123,André Bloch,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
124,Auguste Blondeau,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
124,Auguste Blondeau,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
125,Merry-Joseph Blondel,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
125,Merry-Joseph Blondel,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
126,Paul Blondel,birthplace,Belleville (Seine),Belleville,Q1440685,France,48.871,2.385
126,Paul Blondel,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
127,Guillaume-Abel Blouet,birthplace,Passy (Seine),Paris,Q90,France,48.856944444444,2.3513888888889
127,Guillaume-Abel Blouet,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
128,Nicolas Bocquet,birthplace,Peut-être à Liège (Belgique),Liège,Q3992,Belgium,50.639722222222225,5.570555555555556
128,Nicolas Bocquet,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
129,Pierre Bodard,birthplace,Bordeaux (Gironde),Bordeaux,Q1479,France,44.837777777778,-0.57944444444444
129,Pierre Bodard,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
130,Edouard Boilly,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
130,Edouard Boilly,deathplace,,,,,,
131,Félix Boisselier,birthplace,Damphal (Haute-Marne),Val-de-Meuse,Q1385739,France,47.999722222222,5.4983333333333
131,Félix Boisselier,deathplace,"Rome, (suicide par noyade)",Rome,Q220,Italy,41.893055555556,12.482777777778
132,Xavier Boisselot,birthplace,Montpellier (Hérault),Montpellier,Q6441,France,43.610919444444,3.8772305555556
132,Xavier Boisselot,deathplace,Marseille (Note 1),Marseille,Q23482,France,43.296666666667,5.3763888888889
133,Léon Boisson,birthplace,Nîmes (Gard),Nîmes,Q42807,France,43.836944444444,4.36
133,Léon Boisson,deathplace,,,,,,
134,Louis Boitte,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
134,Louis Boitte,deathplace,Fontainebleau (Seine-et-Marne),Fontainebleau,Q182872,France,48.408888888889,2.7016666666667
135,Gilles Boizard,birthplace,Juniville (Ardennes),Juniville,Q988915,France,49.3975,4.3825
135,Gilles Boizard,deathplace,Paris (XIVe arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
136,Antoine Boizot,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
136,Antoine Boizot,deathplace,Paris (aux Gobelins),Paris,Q90,France,48.856944444444,2.3513888888889
137,Louis-Simon Boizot,birthplace,"Paris (aux Gobelins, paroisse Saint-Hippolyte)",Paris,Q90,France,48.856944444444,2.3513888888889
137,Louis-Simon Boizot,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
138,Jean-Pierre Le Tailleur de Boncourt,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
138,Jean-Pierre Le Tailleur de Boncourt,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
139,Jacques-Charles Bonnard,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
139,Jacques-Charles Bonnard,deathplace,Bordeaux (Gironde),Bordeaux,Q1479,France,44.837777777778,-0.57944444444444
140,Hippolyte Bonnardel,birthplace,"Chassignoles (commune de Bonnay, Saône et Loire)",Bonnay,Q780068,France,46.55,4.6216666666667
140,Hippolyte Bonnardel,deathplace,Rome,Rome,Q220,Italy,41.893055555556,12.482777777778
141,Jean-Marie Bonnassieux,birthplace,La Panissière (Loire),Panissières,Q1116250,France,45.791388888889,4.3425
141,Jean-Marie Bonnassieux,deathplace,Paris (7ème arrondissement),Paris,Q90,France,48.856944444444,2.3513888888889
142,François Bonnemer,birthplace,Falaise (Calvados),Falaise,Q193306,France,48.897222222222,-0.1975
142,François Bonnemer,deathplace,Paris (aux Gobelins),Paris,Q90,France,48.856944444444,2.3513888888889
143,Patrice Bonnet,birthplace,Saint-Girons (Ariège),Saint-Girons,Q210776,France,42.984722222222,1.1458333333333
143,Patrice Bonnet,deathplace,Belbèze-en-Comminges (Ariège).,Belbèze-en-Comminges,Q1344749,France,43.132777777778,1.0263888888889
144,Paul-Émile Bonnet,birthplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
144,Paul-Émile Bonnet,deathplace,Paris,Paris,Q90,France,48.856944444444,2.3513888888889
145,de Bonvilliers,birthplace,,,,,,
145,de Bonvilliers,deathplace,,,,,,
